
wavelengths_nm,GVD_model_ps_nm_km,GVD_data_ps_nm_km
750.0799999999999,20818769.67103821,0.2011116417865059
750.24,0.6439753851904324,0.20207192655084924
750.4,0.6443192098625006,0.20303334636802184
750.56,0.6447327146355734,0.20399585754350588
750.72,0.6450892568960087,0.2049595146870799
750.88,0.6454646757295486,0.20592427405726138
751.04,0.6458132787599358,0.20689017447459468
751.1999999999999,0.6462515981882295,0.20785718165738679
751.36,0.6465310537509878,0.20882532812622007
751.52,0.6470117629551131,0.2097945827207962
751.68,0.6473638537674957,0.2107649588590875
751.84,0.6477039315875173,0.21173648279052776
752.0,0.6481081764081847,0.21270912009463422
752.16,0.648490189116071,0.2136828842320579
752.3199999999999,0.6488855124406849,0.21465776628626837
752.48,0.6492483238342787,0.21563379257553633
752.64,0.6496141919297954,0.21661094137819228
752.8,0.6500595216167085,0.21758921979439094
752.96,0.6503754741288416,0.2185686317343546
753.12,0.6508014575320663,0.21954916825114187
753.28,0.6511693394549416,0.22053083324169395
753.4399999999999,0.651555581092598,0.2215136467298583
753.6,0.6518734368568215,0.2224975804292436
753.76,0.6523628433983214,0.2234826511398396
753.92,0.6526511356085023,0.22446885956793788
754.0799999999999,0.6531009283536549,0.2254561934846398
754.24,0.6534210558587645,0.2264446697411902
754.4,0.6538927118940137,0.22743428581474498
754.56,0.6542244748409126,0.2284250359282212
754.72,0.6546158658871999,0.2294169305041932
754.88,0.6550209457492067,0.23040994752663777
755.04,0.6553936840633925,0.23140411364821137
755.1999999999999,0.6558110108441164,0.23239942308987246
755.36,0.6561448672832191,0.23339587004799456
755.52,0.6565542642284744,0.23439346172880807
755.68,0.6569932280892533,0.23539218579528257
755.84,0.6572924470172282,0.23639206576645239
756.0,0.6577343573901065,0.2373930729780436
756.16,0.6581085897855906,0.238395240777828
756.3199999999999,0.658533423758891,0.23939855027916945
756.48,0.6589216111260197,0.24040300217218996
756.64,0.6592680931848697,0.24140859386920416
756.8,0.6596913629840063,0.24241534245477767
756.96,0.6600217178935026,0.24342323224074722
757.12,0.6605013334711471,0.24443227705349807
757.28,0.6608780307555381,0.24544247103506298
757.4399999999999,0.6612704295707005,0.2464538050108023
757.6,0.6616735633996991,0.24746630600988156
757.76,0.662082474608837,0.24847993191568585
757.92,0.6624095809090577,0.24949473945554743
758.0799999999999,0.6628564107159087,0.25051068317684316
758.24,0.6632528095733814,0.25152778687330973
758.4,0.6636764496842291,0.2525460380322416
758.56,0.6640396665684463,0.2535654439591783
758.72,0.6644616000254167,0.2545860086707986
758.88,0.6648131535725572,0.2556077328795857
759.04,0.6652549914119721,0.2566306172982296
759.1999999999999,0.6656165195925013,0.25765464270420446
759.36,0.6660170663563009,0.258679839680134
759.52,0.6664517590400895,0.2597061889996646
759.68,0.6668742229342186,0.26073370467076423
759.84,0.6671964807760455,0.2617623774155748
760.0,0.6677041940817094,0.2627922179381229
760.16,0.6680187694943047,0.26382320358648303
760.3199999999999,0.6684675504964508,0.2648553617536587
760.48,0.6688794862328232,0.26588868648374686
760.64,0.6692912167319779,0.26692316844788677
760.8,0.6696562246613523,0.2679588250847259
760.96,0.6700944612562317,0.26899564036164786
761.12,0.6704345179752393,0.27003361832064093
761.28,0.6708797229862759,0.27107275965743316
761.4399999999999,0.671300279902121,0.27211308523966277
761.6,0.6716912755686236,0.2731545621749547
761.76,0.6720895137877616,0.27419722479612685
761.92,0.6724901257567936,0.27524103678422873
762.0799999999999,0.6729717771467809,0.27628602914583916
762.24,0.6733208278403487,0.27733219586524605
762.4,0.6737829949708776,0.2783795309014528
762.56,0.6741445382012203,0.2794280383334715
762.72,0.6745677726150469,0.2804777256378883
762.88,0.6750060882934588,0.2815285698299228
763.04,0.6754128010590106,0.2825805952996882
763.1999999999999,0.6757830314093747,0.28363380956129286
763.36,0.6762375941195149,0.2846881861947689
763.52,0.6766041032839486,0.2857437462616213
763.68,0.6770872859661669,0.28680047008016724
763.84,0.6774307619058626,0.2878583957691451
764.0,0.6778813310637917,0.28891747299642745
764.16,0.6783083869248495,0.28997775354492816
764.3199999999999,0.6787490894894987,0.29103919723662697
764.48,0.6791145888344603,0.29210183889064373
764.64,0.6795260979716699,0.2931656416596189
764.8,0.6800209539123733,0.2942306335668327
764.96,0.6803840996646423,0.29529682219147324
765.12,0.6808210216162184,0.29636418429198674
765.28,0.681242814573982,0.297432727409304
765.4399999999999,0.6816868039700642,0.2985024556771766
765.6,0.68210610056475,0.2995733766784828
765.76,0.682453723049428,0.3006454773887571
765.92,0.6829779012694597,0.3017187791497489
766.0799999999999,0.6832943232396401,0.30279324826663356
766.24,0.6837778726041704,0.3038689233134142
766.4,0.6841706312590915,0.3049457705481811
766.56,0.6846367171221717,0.30602382516542204
766.72,0.6850446764233599,0.3071030671907205
766.88,0.6854742587739533,0.30818349386731386
767.04,0.6858784466225932,0.3092651197353679
767.1999999999999,0.6863371095631169,0.3103479247388433
767.36,0.6867609030502183,0.31143194075979574
767.52,0.6871874049959811,0.31251714426763166
767.68,0.6876542820492166,0.3136035429024882
767.84,0.6880296821963192,0.3146911408543232
768.0,0.6884783892460856,0.31577992840908437
768.16,0.6889109462923149,0.3168699132248324
768.3199999999999,0.6893650661187077,0.3179611029859126
768.48,0.6897511381834976,0.3190534844748921
768.64,0.6902342973036665,0.32014707933149034
768.8,0.6906399821664434,0.32124184987897364
768.96,0.6910484121662882,0.32233784921208586
769.12,0.6914974396603993,0.32343502213298375
769.28,0.691939886159298,0.3245334218138807
769.4399999999999,0.6924136316341302,0.32563300697589465
769.6,0.6927862681679022,0.32673380985923944
769.76,0.6932660050560444,0.3278358101527421
769.92,0.6937204575968774,0.328939005037806
770.08,0.6941022729254238,0.3300434233372475
770.24,0.6945773256545942,0.3311490411781028
770.4,0.6950130600572887,0.33225586982556515
770.56,0.6954474573381498,0.33336389590298626
770.72,0.6958758574179712,0.3344731447986776
770.88,0.6963363312706761,0.33558358548474576
771.04,0.6967815382486112,0.3366952575092786
771.1999999999999,0.697249577098367,0.33780812273722705
771.36,0.6976074921509555,0.33892221724099914
771.52,0.6981073062941201,0.3400375063546423
771.68,0.6985733124031838,0.34115400847729643
771.84,0.6990008323016608,0.3422717385249984
772.0,0.6994280519944345,0.34339067594335576
772.16,0.6998932202538236,0.3445108356517649
772.3199999999999,0.7003488814577699,0.3456321899237844
772.48,0.7007904175685779,0.3467547857123062
772.64,0.7012990583404236,0.34787858103909014
772.8,0.7016555712760071,0.34900360510889394
772.96,0.7021558697718939,0.3501298443922154
773.12,0.7025806692590858,0.35125730674468497
773.28,0.7030542612178404,0.35238598216884875
773.4399999999999,0.70352912341418,0.3535158785221893
773.6,0.7039145994299875,0.35464700010711403
773.76,0.7044212256947229,0.3557793476546946
773.92,0.7048292672628187,0.35691291830838245
774.08,0.7053063584119373,0.35804770919848017
774.24,0.7057618142264135,0.3591837174421212
774.4,0.7062341549169486,0.3603209617236862
774.56,0.7067188555027079,0.3614594247974881
774.72,0.7071250549834422,0.3625991217753307
774.88,0.7076207918559932,0.36374004618877487
775.04,0.7080720670840394,0.36488218793415356
775.2,0.7084742604394001,0.3660255765956247
775.36,0.7089956844151267,0.36717016595811297
775.52,0.7094589843080003,0.36831601815997644
775.68,0.7099028017585117,0.36946308333017913
775.84,0.7103658594038351,0.37061138750464784
776.0,0.7108003610392732,0.37176091692149715
776.16,0.7113316931339527,0.37291167591295143
776.3199999999999,0.711782134341575,0.3740636869875762
776.48,0.712190405740491,0.375216914566407
776.64,0.7126820478333722,0.37637139570654665
776.8,0.7131658923009407,0.37752708748645103
776.96,0.7135940134304103,0.3786840452252111
777.12,0.7140921103633668,0.3798422113710539
777.28,0.7145688964506394,0.3810016340218883
777.4399999999999,0.7150633072520198,0.3821623029948108
777.6,0.7154839190821627,0.38332419344034546
777.76,0.7160001319065127,0.38448733164835125
777.92,0.7164335394020303,0.3856517037153205
778.08,0.716953663885592,0.3868173323396479
778.24,0.7173819664002784,0.38798420361523
778.4,0.7178881140541631,0.38915230358189806
778.56,0.7183805760667439,0.3903216512971384
778.72,0.7188112607989481,0.3914922474982198
778.88,0.7193064844959773,0.3926640966033065
779.04,0.7198182512070064,0.3938371772583732
779.2,0.7202111517001596,0.3950115233290359
779.36,0.7207426213738679,0.3961870950082723
779.52,0.7211899460396434,0.39736392619536326
779.68,0.7217234041047467,0.3985420139541604
779.84,0.7222074955210849,0.3997213368407483
780.0,0.7226377123191404,0.400901925156142
780.16,0.7231408391013742,0.4020837537366979
780.3199999999999,0.7236687746615628,0.4032668344031096
780.48,0.7241295231047509,0.40445117530625996
780.64,0.7246062049160469,0.40563676234019574
780.8,0.7251382747978681,0.40682361479841117
780.96,0.7255459661890621,0.4080117148414971
781.12,0.7260879307701557,0.40920106690094854
781.28,0.7265405080908391,0.41039167169589075
781.4399999999999,0.7270747984269862,0.4115835523215351
781.6,0.7275108051051734,0.4127766722377927
781.76,0.7280637235829118,0.41397106947587653
781.92,0.7285095149911424,0.41516669995801325
782.08,0.7290195618817217,0.4163636204632578
782.24,0.7295015725803252,0.4175617718945002
782.4,0.7300391537041709,0.41876120736460254
782.56,0.7304959083564287,0.41996189766333536
782.72,0.7309995070761541,0.42116385476221896
782.88,0.7315015754981002,0.4223670681330943
783.04,0.7320418328845874,0.4235715460063086
783.2,0.7324836474605081,0.42477729664003633
783.36,0.7329548960847426,0.4259843057237079
783.52,0.7334954134630195,0.42719259658338893
783.68,0.7340126147374556,0.4284021322722902
783.84,0.7345021212501315,0.4296129549873895
784.0,0.7349595462827883,0.4308250277314642
784.16,0.7355131500322322,0.43203838899893243
784.3199999999999,0.7360260370172981,0.43325301308509584
